sample	sample_type.samples
TCGA-06-0119-01A	10
TCGA-AB-2956-03A	26
TCGA-D1-A175-01A	2
TCGA-06-0188-01A	10
TCGA-QR-A6H2-01A	22
TCGA-E2-A2P6-01A	1
TCGA-AB-2860-11A	8
TCGA-OR-A5J5-01A	19
TCGA-61-2102-01A	3
TCGA-AJ-A3OJ-01A	2
TCGA-25-2409-01A	3
TCGA-2H-A9GN-01A	28
TCGA-DB-5273-01A	20
TCGA-AB-2877-11A	8
TCGA-50-5939-11A	8
TCGA-IG-A3Y9-01A	28
TCGA-CZ-4866-11A	8
TCGA-33-A5GW-01A	4
TCGA-50-5045-01A	0
TCGA-CM-6167-01A	24
TCGA-VD-AA8O-01A	16
TCGA-12-1092-01B	10
TCGA-90-7766-11A	8
TCGA-DK-AA6U-01A	12
TCGA-15-1447-01A	10
TCGA-BP-4169-11A	8
TCGA-Q9-A6FU-01A	28
TCGA-HC-8262-11A	8
TCGA-BR-8484-01A	21
TCGA-EM-A1CU-11A	8
TCGA-44-2657-11A	8
TCGA-CW-5589-01A	6
TCGA-E9-A1RD-11A	8
TCGA-E2-A1II-11A	8
TCGA-25-1328-01A	3
TCGA-02-0107-01A	10
TCGA-GH-A9DA-01A	7
TCGA-CJ-4636-01A	6
TCGA-64-5778-01A	0
TCGA-BP-4989-11A	8
TCGA-ND-A4W6-01A	29
TCGA-A6-5656-01B	24
TCGA-E1-A7YJ-01A	20
TCGA-BP-4345-01A	6
TCGA-VP-A87B-01A	9
TCGA-EM-A3AN-01A	14
TCGA-IG-A4QT-01A	28
TCGA-23-2072-01A	3
TCGA-NC-A5HJ-01A	4
TCGA-10-0936-11A	8
TCGA-13-1492-01A	3
TCGA-EW-A2FS-01A	1
TCGA-AB-2812-11A	8
TCGA-AB-2812-11B	8
TCGA-AB-2812-11C	8
TCGA-BH-A1FJ-01A	1
TCGA-B0-4810-01A	6
TCGA-DD-A3A5-01A	17
TCGA-E2-A15G-01A	1
TCGA-EJ-7782-01A	9
TCGA-13-0720-01A	3
TCGA-FZ-5923-11A	8
TCGA-CN-5363-01A	5
TCGA-46-6026-01A	4
TCGA-CZ-5470-11A	8
TCGA-KK-A8IC-01A	9
TCGA-EL-A3GO-01A	14
TCGA-AB-2859-03B	26
TCGA-UZ-A9PQ-01A	15
TCGA-CJ-4642-11A	8
TCGA-06-0238-01A	10
TCGA-10-0930-11A	8
TCGA-EY-A2OP-01A	2
TCGA-VQ-A94T-01A	21
TCGA-EE-A20B-06A	18
TCGA-AZ-6605-01A	24
TCGA-SX-A7SU-01A	15
TCGA-KP-A3W3-01A	2
TCGA-AA-3494-11A	8
TCGA-DH-5142-01A	20
TCGA-55-6985-11A	8
TCGA-25-1870-01A	3
TCGA-CG-5725-01A	21
TCGA-DX-A6BE-01A	13
TCGA-L5-A4OG-11A	8
TCGA-04-1338-01A	3
TCGA-K4-A3WV-01A	12
TCGA-61-1906-01A	3
TCGA-24-1555-01A	3
TCGA-B3-A6W5-11A	8
TCGA-FR-A3R1-01A	18
TCGA-23-2084-01A	3
TCGA-BP-4766-11A	8
TCGA-BH-A0HK-01A	1
TCGA-DK-A3IU-01A	12
TCGA-C8-A12T-01A	1
TCGA-EJ-5518-01A	9
TCGA-A6-2683-01A	24
TCGA-BJ-A3PU-11A	8
TCGA-ZB-A96Q-01A	25
TCGA-AB-2830-03B	26
TCGA-B0-5400-01A	6
TCGA-AJ-A4ZG-01A	2
TCGA-24-1563-01A	3
TCGA-IB-7651-01A	11
TCGA-22-4599-01A	4
TCGA-J4-8198-01A	9
TCGA-DJ-A3UY-01A	14
TCGA-61-1740-11A	8
TCGA-DV-5567-01A	6
TCGA-F7-A61S-01A	5
TCGA-EE-A3JE-06A	18
TCGA-02-0011-01B	10
TCGA-KS-A4I3-11A	8
TCGA-DA-A1I8-06A	18
TCGA-L5-A4OJ-01A	28
TCGA-91-8499-01A	0
TCGA-D3-A2JC-06A	18
TCGA-BP-5001-01A	6
TCGA-85-A513-01A	4
TCGA-33-4583-11A	8
TCGA-55-6975-01A	0
TCGA-49-6744-11A	8
TCGA-G8-6914-14A	32
TCGA-H7-A6C4-11A	8
TCGA-B2-4098-01A	6
TCGA-17-Z053-01A	0
TCGA-E9-A229-01A	1
TCGA-BS-A0UV-01A	2
TCGA-G2-A2EF-01A	12
TCGA-HI-7168-01A	9
TCGA-BP-5195-11A	8
TCGA-AB-2899-03A	26
TCGA-DM-A1D7-01A	24
TCGA-EY-A1GT-01A	2
TCGA-KK-A8IC-11A	8
TCGA-N7-A59B-01A	29
TCGA-FI-A2F9-01A	2
TCGA-BH-A1FU-01A	1
TCGA-AB-2889-03A	26
TCGA-39-5021-11A	8
TCGA-PG-A7D5-01A	2
TCGA-BC-A10S-01A	17
TCGA-AB-2939-03A	26
TCGA-WT-AB41-01A	1
TCGA-AB-2966-03A	26
TCGA-FS-A1ZP-06A	18
TCGA-VQ-A91X-01A	21
TCGA-F5-6814-01A	30
TCGA-B5-A0K9-01A	2
TCGA-FG-8187-01A	20
TCGA-AB-2856-03B	26
TCGA-C5-A1BE-01B	7
TCGA-09-1665-11B	8
TCGA-S9-A7R2-01A	20
TCGA-05-4405-01A	0
TCGA-DU-6407-02A	20
TCGA-CX-7219-01A	5
TCGA-DC-6160-01A	30
TCGA-A7-A0DC-11A	8
TCGA-B0-4699-11A	8
TCGA-PC-A5DM-01A	13
TCGA-EB-A5SE-01A	18
TCGA-LL-A8F5-01A	1
TCGA-EJ-A65J-01A	9
TCGA-QK-A6IG-01A	5
TCGA-ZG-A9LN-01A	9
TCGA-DX-A3UC-01A	13
TCGA-B6-A0RE-01A	1
TCGA-FJ-A871-01A	12
TCGA-55-7911-11A	8
TCGA-39-5040-01A	4
TCGA-B6-A1KI-01A	1
TCGA-S9-A7IX-01A	20
TCGA-HC-A76W-01A	9
TCGA-BG-A0RY-01A	2
TCGA-BF-A3DM-01A	18
TCGA-BR-4257-11A	8
TCGA-91-6849-11A	8
TCGA-E7-A97Q-01A	12
TCGA-J7-A8I2-01A	15
TCGA-AA-3713-01A	24
TCGA-13-1489-01A	3
TCGA-AZ-5407-01A	24
TCGA-ER-A19S-06A	18
TCGA-GN-A263-01A	18
TCGA-AB-2818-03C	26
TCGA-AB-2818-03B	26
TCGA-02-0015-01A	10
TCGA-WK-A8XS-01A	13
TCGA-B9-4113-01A	15
TCGA-33-4587-11A	8
TCGA-04-1648-11A	8
TCGA-AR-A1AK-01A	1
TCGA-LN-A7HX-01A	28
TCGA-DD-A4NK-11A	8
TCGA-BP-4972-01A	6
TCGA-G2-A2EO-11A	8
TCGA-SC-A6LQ-01A	31
TCGA-99-8032-11A	8
TCGA-BH-A1EX-11A	8
TCGA-E9-A1R5-01A	1
TCGA-EY-A1GL-01A	2
TCGA-VS-A9UI-01A	7
TCGA-AB-2848-03C	26
TCGA-B0-5104-11A	8
TCGA-DI-A2QY-01A	2
TCGA-D3-A51K-06A	18
TCGA-EL-A4KD-11A	8
TCGA-FP-7916-01A	21
TCGA-G9-6339-01A	9
TCGA-FB-AAQ3-01A	11
TCGA-CJ-4886-11A	8
TCGA-QN-A5NN-01A	29
TCGA-PN-A8MA-01A	7
TCGA-LC-A66R-01A	12
TCGA-CZ-5464-11A	8
TCGA-EJ-7315-11A	8
TCGA-BR-7715-11A	8
TCGA-BP-5199-01A	6
TCGA-BJ-A45G-11A	8
TCGA-E9-A1RE-01A	1
TCGA-VP-A878-01A	9
TCGA-55-6986-11A	8
TCGA-UL-AAZ6-01A	1
TCGA-G4-6311-11A	8
TCGA-66-2758-11A	8
TCGA-KK-A6E3-11A	8
TCGA-EU-5907-01A	6
TCGA-34-5240-01A	4
TCGA-D8-A1XF-01A	1
TCGA-A8-A095-01A	1
TCGA-AN-A0FL-01A	1
TCGA-TQ-A7RR-01A	20
TCGA-BH-A1FC-01A	1
TCGA-14-2555-01B	10
TCGA-A3-3328-01A	6
TCGA-36-2529-01A	3
TCGA-06-0129-01A	10
TCGA-76-6193-01A	10
TCGA-AN-A0AS-01A	1
TCGA-72-4233-01A	3
TCGA-B8-5165-01A	6
TCGA-IB-7649-01A	11
TCGA-4G-AAZT-01A	33
TCGA-AX-A1C7-01A	2
TCGA-50-5068-01A	0
TCGA-G3-A5SK-01A	17
TCGA-25-1326-01A	3
TCGA-99-8033-01A	0
TCGA-19-0960-01A	10
TCGA-AB-2937-03A	26
TCGA-QK-AA3J-01A	5
TCGA-HC-7232-01A	9
TCGA-13-1507-01A	3
TCGA-AB-3009-11A	8
TCGA-AB-2808-03A	26
TCGA-DD-AAE7-01A	17
TCGA-AB-2808-03D	26
TCGA-09-2048-01A	3
TCGA-G4-6317-01A	24
TCGA-22-1017-01A	4
TCGA-KN-8435-11A	8
TCGA-DA-A95Z-06A	18
TCGA-EW-A1PC-01B	1
TCGA-BP-4176-01A	6
TCGA-J4-A83L-01A	9
TCGA-32-4208-01A	10
TCGA-LK-A4O2-01A	31
TCGA-59-2348-11A	8
TCGA-61-2097-01A	3
TCGA-94-A5I4-01A	4
TCGA-A4-7734-01A	15
TCGA-ER-A42L-06A	18
TCGA-EP-A3RK-01A	17
TCGA-XU-A92V-01A	25
TCGA-A3-3378-01A	6
TCGA-QT-A5XN-01A	22
TCGA-77-A5G3-01A	4
TCGA-CW-5581-01A	6
TCGA-EB-A82B-01A	18
TCGA-57-1586-11A	8
TCGA-4Z-AA82-01A	12
TCGA-EL-A4K7-01A	14
TCGA-86-7701-01A	0
TCGA-FP-8099-11A	8
TCGA-DD-A4NI-01A	17
TCGA-AB-2832-11C	8
TCGA-04-1646-11A	8
TCGA-AB-2832-11A	8
TCGA-E9-A1RF-11A	8
TCGA-13-1491-01A	3
TCGA-OL-A5RY-01A	1
TCGA-AB-2911-11A	8
TCGA-W5-AA2W-01A	33
TCGA-BP-4774-11A	8
TCGA-KN-8429-01A	27
TCGA-41-2575-01A	10
TCGA-DX-A6YU-01A	13
TCGA-KK-A8IA-01A	9
TCGA-FL-A1YM-11A	8
TCGA-E9-A1R4-01A	1
TCGA-EL-A3T2-11A	8
TCGA-22-5485-11A	8
TCGA-XE-A8H5-01A	23
TCGA-2Y-A9H0-01A	17
TCGA-EX-A69M-01A	7
TCGA-FD-A3N6-01A	12
TCGA-44-7670-11A	8
TCGA-J2-8192-11A	8
TCGA-RY-A83Y-01A	20
TCGA-EL-A4JZ-11A	8
TCGA-BK-A0CB-11A	8
TCGA-AA-3867-01A	24
TCGA-43-6771-11A	8
TCGA-61-2095-01A	3
TCGA-IB-AAUQ-01A	11
TCGA-D8-A13Y-01A	1
TCGA-DB-A75O-01A	20
TCGA-L5-A4OT-01A	28
TCGA-QK-A64Z-01A	5
TCGA-UW-A72N-01A	27
TCGA-SA-A6C2-01A	22
TCGA-50-5935-11A	8
TCGA-55-6969-11A	8
TCGA-DJ-A13X-01A	14
TCGA-44-8119-11A	8
TCGA-H9-A6BY-01A	9
TCGA-HU-A4H0-11A	8
TCGA-22-5482-11A	8
TCGA-KN-8427-11A	8
TCGA-HT-7874-01A	20
TCGA-B5-A3FH-01A	2
TCGA-G6-A5PC-01A	6
TCGA-D3-A8GQ-06A	18
TCGA-15-0742-01A	10
TCGA-77-A5GB-01B	4
TCGA-25-1314-01A	3
TCGA-66-2795-01A	4
TCGA-VQ-A927-01A	21
TCGA-CH-5763-11A	8
TCGA-12-0707-01A	10
TCGA-08-0356-01A	10
TCGA-QR-A70D-01A	22
TCGA-DC-6683-01A	30
TCGA-AR-A0U0-01A	1
TCGA-BP-4341-11A	8
TCGA-OL-A5D8-01A	1
TCGA-CJ-4888-11A	8
TCGA-ZH-A8Y1-01A	33
TCGA-VV-A86M-01A	20
TCGA-A8-A06R-01A	1
TCGA-DJ-A2Q8-01A	14
TCGA-AB-2985-11A	8
TCGA-G3-AAV1-01A	17
TCGA-B5-A1MZ-01A	2
TCGA-CR-7376-01A	5
TCGA-BG-A2AD-01A	2
TCGA-13-0899-01A	3
TCGA-02-0086-01A	10
TCGA-17-Z031-11A	8
TCGA-ET-A2MY-01A	14
TCGA-KK-A8IA-11A	8
TCGA-BQ-7048-01A	15
TCGA-FS-A1ZQ-06A	18
TCGA-V1-A9OF-01A	9
TCGA-CM-6164-01A	24
TCGA-25-1625-01A	3
TCGA-17-Z006-11A	8
TCGA-77-8148-01A	4
TCGA-33-4533-01A	4
TCGA-D5-6537-01A	24
TCGA-17-Z033-01A	0
TCGA-66-2734-11A	8
TCGA-B5-A0JZ-01A	2
TCGA-CV-5430-01A	5
TCGA-E9-A243-01A	1
TCGA-13-0799-01A	3
TCGA-EJ-7321-11A	8
TCGA-S9-A7J0-01A	20
TCGA-UC-A7PG-06A	7
TCGA-B0-4841-01A	6
TCGA-L5-A8NR-11A	8
TCGA-EW-A1OV-01A	1
TCGA-XF-AAMJ-01A	12
TCGA-24-2267-11A	8
TCGA-G9-6351-01A	9
TCGA-86-7955-01A	0
TCGA-N8-A4PM-01A	29
TCGA-AS-3777-01A	6
TCGA-2X-A9D5-01A	23
TCGA-CV-6436-01A	5
TCGA-CW-6088-01A	6
TCGA-ET-A2N3-01B	14
TCGA-AC-A62V-01A	1
TCGA-DQ-7589-01A	5
TCGA-DZ-6134-11A	8
TCGA-77-8009-11A	8
TCGA-AC-A2FB-01A	1
TCGA-KC-A7F5-01A	9
TCGA-B8-5552-01B	6
TCGA-L5-A8NL-11A	8
TCGA-EM-A2CS-06A	14
TCGA-EW-A1OX-01A	1
TCGA-ER-A197-06A	18
TCGA-B0-4706-11A	8
TCGA-B0-5121-01A	6
TCGA-AB-2860-03B	26
TCGA-A3-3322-01A	6
TCGA-CJ-4902-11A	8
TCGA-AL-3468-01A	15
TCGA-BP-4167-11A	8
TCGA-IA-A40Y-01A	15
TCGA-12-0775-01A	10
TCGA-DZ-6135-11A	8
TCGA-BP-4337-11A	8
TCGA-FS-A4F5-06A	18
TCGA-56-5897-01A	4
TCGA-A5-A0GH-01A	2
TCGA-57-1585-11A	8
TCGA-27-1832-01A	10
TCGA-AB-2860-03C	26
TCGA-KC-A7F6-01A	9
TCGA-A5-A0GG-01A	2
TCGA-74-6573-11A	8
TCGA-AB-2826-11C	8
TCGA-04-1335-11A	8
TCGA-WY-A85D-01A	20
TCGA-22-1016-11A	8
TCGA-AB-2835-11A	8
TCGA-US-A776-11A	8
TCGA-AB-2835-11C	8
TCGA-AB-2835-11B	8
TCGA-FZ-5924-11A	8
TCGA-CW-5583-11A	8
TCGA-TN-A7HI-01A	5
TCGA-CC-5260-01A	17
TCGA-EY-A1GR-01A	2
TCGA-BH-A0B7-11A	8
TCGA-22-5492-11A	8
TCGA-AB-2826-11B	8
TCGA-CZ-4854-01A	6
TCGA-08-0524-01A	10
TCGA-DD-A3A9-01A	17
TCGA-LG-A6GG-11A	8
TCGA-EE-A3AD-06A	18
TCGA-DD-A1EL-01A	17
TCGA-BP-4351-11A	8
TCGA-92-7340-01D	4
TCGA-RC-A6M3-01A	17
TCGA-WB-A80M-01A	22
TCGA-20-1682-01A	3
TCGA-VQ-A8E3-01A	21
TCGA-61-1901-11A	8
TCGA-AA-3986-01A	24
TCGA-09-1666-01A	3
TCGA-VS-A9UV-01A	7
TCGA-61-1918-11A	8
TCGA-VS-A94Z-01A	7
TCGA-06-0132-01A	10
TCGA-V1-A8X3-01A	9
TCGA-VS-A8QA-01A	7
TCGA-BP-5175-11A	8
TCGA-AB-2862-11A	8
TCGA-MP-A4TK-01A	0
TCGA-OR-A5KW-01A	19
TCGA-H7-8502-01A	5
TCGA-AR-A24Q-01A	1
TCGA-D1-A15Z-01A	2
TCGA-W2-A7HH-01A	22
TCGA-FB-AAPY-11A	8
TCGA-AB-2863-03A	26
TCGA-G9-6354-01A	9
TCGA-BT-A20T-11A	8
TCGA-QR-A706-01A	22
TCGA-PT-A8TR-01A	13
TCGA-ES-A2HT-11A	8
TCGA-RS-A6TO-01A	5
TCGA-TS-A7OY-01A	31
TCGA-FW-A5DX-01A	18
TCGA-UW-A72S-01A	27
TCGA-HZ-A4BK-01A	11
TCGA-P3-A6T2-01A	5
TCGA-N5-A4RV-01A	29
TCGA-WC-A87T-01A	16
TCGA-G9-6353-11A	8
TCGA-E9-A1NH-01A	1
TCGA-AB-2862-11C	8
TCGA-HS-A5N7-01A	13
TCGA-85-6561-01A	4
TCGA-60-2716-11A	8
TCGA-V4-A9EK-01A	16
TCGA-AB-2926-03A	26
TCGA-BP-4964-11A	8
TCGA-CC-A5UE-01A	17
TCGA-4Z-AA7S-01A	12
TCGA-KO-8409-01A	27
TCGA-CG-4305-01A	21
TCGA-UW-A7GG-11A	8
TCGA-06-0143-01A	10
TCGA-UW-A7GX-01A	27
TCGA-44-6775-01A	0
TCGA-29-1761-01A	3
TCGA-44-6775-01C	0
TCGA-DD-A3A8-01A	17
TCGA-74-6573-01A	10
TCGA-CV-7435-01A	5
TCGA-55-6981-01A	0
TCGA-HT-8104-01A	20
TCGA-5P-A9K6-01A	15
TCGA-FD-A3N5-01A	12
TCGA-KP-A3W4-01A	2
TCGA-E2-A1B5-11A	8
TCGA-B1-A656-01A	15
TCGA-EJ-5497-01A	9
TCGA-5P-A9K9-01A	15
TCGA-AQ-A0Y5-01A	1
TCGA-J4-A83M-01A	9
TCGA-AJ-A2QN-01A	2
TCGA-BA-5558-01A	5
TCGA-05-4402-01A	0
TCGA-KS-A4I7-11A	8
TCGA-77-8128-01A	4
TCGA-73-4659-11A	8
TCGA-A6-5664-01A	24
TCGA-B0-4834-11A	8
TCGA-BR-4267-01A	21
TCGA-OL-A66H-01A	1
TCGA-GK-A6C7-01A	6
TCGA-FW-A3I3-06A	18
TCGA-17-Z036-01A	0
TCGA-CV-7407-01A	5
TCGA-B5-A1MV-01A	2
TCGA-FV-A23B-11A	8
TCGA-HC-8256-01A	9
TCGA-CE-A3MD-01A	14
TCGA-L5-A4OS-01A	28
TCGA-BH-A42T-01A	1
TCGA-B0-4817-11A	8
TCGA-J2-A4AG-01A	0
TCGA-06-0211-01B	10
TCGA-S9-A6U1-01A	20
TCGA-EA-A5O9-01A	7
TCGA-XK-AAJA-01A	9
TCGA-WK-A8XT-01A	13
TCGA-V5-AASX-11A	8
TCGA-N5-A59E-01A	29
TCGA-CJ-4891-11A	8
TCGA-B0-4819-11A	8
TCGA-91-6828-01A	0
TCGA-95-8039-01A	0
TCGA-P6-A5OF-01A	19
TCGA-34-2605-11A	8
TCGA-RW-A68A-11A	8
TCGA-A3-3387-01A	6
TCGA-OL-A5RZ-01A	1
TCGA-52-7812-01A	4
TCGA-BB-7864-01A	5
TCGA-2L-AAQJ-01A	11
TCGA-HU-A4HB-11A	8
TCGA-08-0344-01A	10
TCGA-S3-AA10-01A	1
TCGA-DD-A73E-01A	17
TCGA-ZG-A9L6-01A	9
TCGA-A7-A3RF-01A	1
TCGA-MP-A4TE-01A	0
TCGA-LK-A4O6-01A	31
TCGA-EL-A3N3-01A	14
TCGA-EW-A1IX-01A	1
TCGA-G8-6909-14A	32
TCGA-CM-6166-01A	24
TCGA-HW-A5KK-01A	20
TCGA-26-1443-01A	10
TCGA-VQ-AA6F-01A	21
TCGA-FB-AAQ6-11A	8
TCGA-CV-5444-01A	5
TCGA-IZ-8196-01A	15
TCGA-CJ-4875-11A	8
TCGA-BP-5186-11A	8
TCGA-IB-7886-01A	11
TCGA-19-2631-01A	10
TCGA-60-2719-11A	8
TCGA-N6-A4VD-01A	29
TCGA-61-2612-11A	8
TCGA-AB-2920-03A	26
TCGA-19-1388-01A	10
TCGA-AB-2920-03B	26
TCGA-B0-4688-01A	6
TCGA-D7-A6EV-01A	21
TCGA-BP-4968-01A	6
TCGA-BH-A1ET-01A	1
TCGA-PC-A5DN-01A	13
TCGA-DM-A285-01A	24
TCGA-QK-A8ZB-01A	5
TCGA-D3-A1Q8-06A	18
TCGA-EJ-7123-11A	8
TCGA-G8-6907-14A	32
TCGA-MP-A4TA-01A	0
TCGA-TS-A8AS-01A	31
TCGA-BP-4789-11A	8
TCGA-CQ-5329-01A	5
TCGA-HC-7080-01A	9
TCGA-62-8398-11A	8
TCGA-51-4079-11A	8
TCGA-30-1880-01A	3
TCGA-BH-AB28-01A	1
TCGA-CN-4733-01A	5
TCGA-D8-A146-01A	1
TCGA-E6-A1M0-01A	2
TCGA-FS-A1ZY-06A	18
TCGA-EL-A3ZH-11A	8
TCGA-X7-A8M1-01A	25
TCGA-BJ-A4O9-11A	8
TCGA-FB-A7DR-01A	11
TCGA-EJ-5503-01A	9
TCGA-AO-A03R-01A	1
TCGA-22-4605-11A	8
TCGA-BR-8077-01A	21
TCGA-06-0125-01A	10
TCGA-10-0925-11A	8
TCGA-LN-A4A1-01A	28
TCGA-08-0344-11A	8
TCGA-HW-7491-01A	20
TCGA-CV-6934-01A	5
TCGA-06-0413-01A	10
TCGA-O9-A75Z-01A	15
TCGA-72-4231-01A	3
TCGA-FI-A2D0-01A	2
TCGA-AN-A0AL-01A	1
TCGA-DB-A75M-01A	20
TCGA-AG-3578-01A	30
TCGA-G4-6322-11A	8
TCGA-GN-A4U4-06A	18
TCGA-E9-A5FL-01A	1
TCGA-KO-8416-11A	8
TCGA-RT-A6YC-01A	22
TCGA-B0-5104-01A	6
TCGA-S9-A6WP-01A	20
TCGA-49-AARQ-11A	8
TCGA-FG-5962-01B	20
TCGA-AB-2814-03A	26
TCGA-AB-2814-03C	26
TCGA-AB-2814-03B	26
TCGA-AB-2814-03D	26
TCGA-LI-A67I-01A	13
TCGA-AB-2856-11A	8
TCGA-EY-A1H0-01A	2
TCGA-3N-A9WB-06A	18
TCGA-BR-7959-01A	21
TCGA-L5-A88W-01A	28
TCGA-FI-A2EW-01A	2
TCGA-A8-A09C-01A	1
TCGA-B5-A0K3-01A	2
TCGA-SR-A6MZ-01A	22
TCGA-VS-A9V1-01A	7
TCGA-73-7499-01A	0
TCGA-G9-7519-01A	9
TCGA-61-1721-11A	8
TCGA-61-2098-01A	3
TCGA-CV-7430-11A	8
TCGA-43-2581-01A	4
TCGA-A7-A13G-01A	1
TCGA-AA-3692-01A	24
TCGA-CG-4472-01A	21
TCGA-E1-A7YI-01A	20
TCGA-G9-6371-01A	9
TCGA-55-A491-01A	0
TCGA-S9-A6UB-01A	20
TCGA-DB-A4XH-01A	20
TCGA-FS-A1ZG-06A	18
TCGA-10-0926-01A	3
TCGA-AZ-4616-01A	24
TCGA-2G-AAG6-01A	23
TCGA-85-A4JC-01A	4
TCGA-XJ-A9DQ-01A	9
TCGA-UB-A7MF-01A	17
TCGA-YL-A8S8-01A	9
TCGA-BG-A0M9-01A	2
TCGA-HG-A2PA-01A	7
TCGA-DX-A8BS-01A	13
TCGA-E2-A109-01A	1
TCGA-D8-A1JC-01A	1
TCGA-4Z-AA86-01A	12
TCGA-AA-3560-01A	24
TCGA-UB-A7ME-01A	17
TCGA-X2-A95T-01A	13
TCGA-60-2707-01A	4
TCGA-CR-6481-01A	5
TCGA-55-7815-11A	8
TCGA-AB-2988-03B	26
TCGA-DM-A280-01A	24
TCGA-2L-AAQL-11A	8
TCGA-ZJ-AAXA-01A	7
TCGA-66-2792-11A	8
TCGA-18-3407-11A	8
TCGA-KK-A6E4-11A	8
TCGA-EO-A3AS-01A	2
TCGA-17-Z023-11A	8
TCGA-22-5474-11A	8
TCGA-GU-AATP-01A	12
TCGA-DD-AADE-01A	17
TCGA-EJ-8469-01A	9
TCGA-W3-AA1R-06A	18
TCGA-A2-A25B-01A	1
TCGA-A3-3331-01A	6
TCGA-AB-2932-03A	26
TCGA-24-2038-01A	3
TCGA-QR-A70K-01A	22
TCGA-EO-A22T-11A	8
TCGA-XF-A8HC-01A	12
TCGA-22-5489-11A	8
TCGA-EU-5906-01A	6
TCGA-WE-A8ZM-06A	18
TCGA-DK-A1A7-01A	12
TCGA-SG-A6Z4-01A	13
TCGA-04-1351-01A	3
TCGA-ZJ-AAXN-01A	7
TCGA-D1-A2G5-01A	2
TCGA-W5-AA2T-01A	33
TCGA-BH-A0BC-01A	1
TCGA-17-Z040-11A	8
TCGA-AB-2815-03B	26
TCGA-FE-A3PB-01A	14
TCGA-13-0751-01A	3
TCGA-KN-8433-01A	27
TCGA-QQ-A5VB-11B	8
TCGA-A6-3808-11A	8
TCGA-B8-4619-01A	6
TCGA-WB-A81R-01A	22
TCGA-AY-5543-01A	24
TCGA-97-A4M0-01A	0
TCGA-ZJ-A8QO-01A	7
TCGA-V4-A9EV-01A	16
TCGA-D3-A1Q7-06A	18
TCGA-A6-2680-11A	8
TCGA-AO-A0J6-01A	1
TCGA-L5-A8NT-01A	28
TCGA-AB-2984-11A	8
TCGA-4A-A93W-01A	15
TCGA-2G-AAM2-01A	23
TCGA-AB-2991-03A	26
TCGA-24-1548-01A	3
TCGA-HC-A8CY-01A	9
TCGA-UE-A6QT-01A	13
TCGA-AB-2922-11A	8
TCGA-A4-8518-01A	15
TCGA-CN-6016-01A	5
TCGA-E2-A14S-01A	1
TCGA-55-6642-01A	0
TCGA-AB-2841-03C	26
TCGA-HT-8113-01A	20
TCGA-XD-AAUL-01A	11
TCGA-QQ-A5VA-11A	8
TCGA-AB-2968-11A	8
TCGA-EK-A3GK-01A	7
TCGA-KS-A4IC-01A	14
TCGA-02-0027-01A	10
TCGA-AO-A0J9-01A	1
TCGA-FG-A4MT-01A	20
TCGA-OR-A5LE-01A	19
TCGA-HV-A5A4-01A	11
TCGA-06-0167-01A	10
TCGA-12-0691-01A	10
TCGA-57-1992-11A	8
TCGA-BP-4975-11A	8
TCGA-68-7755-01A	4
TCGA-G7-6796-01A	15
TCGA-FF-8061-01A	32
TCGA-N9-A4Q3-01A	29
TCGA-08-0352-11A	8
TCGA-ZH-A8Y2-01A	33
TCGA-G2-A2EC-01A	12
TCGA-B5-A11Y-01A	2
TCGA-E2-A1IJ-01A	1
TCGA-VQ-A8DT-01A	21
TCGA-60-2708-01A	4
TCGA-CJ-4901-01A	6
TCGA-12-1601-01A	10
TCGA-A6-3810-01A	24
TCGA-A6-3810-01B	24
TCGA-D7-6817-01A	21
TCGA-WQ-A9G7-01A	17
TCGA-AB-2886-11A	8
TCGA-Y8-A8S0-11A	8
TCGA-AA-3556-01A	24
TCGA-AB-2831-11A	8
TCGA-AB-2831-11C	8
TCGA-AB-2831-11B	8
TCGA-55-7726-01A	0
TCGA-DJ-A1QQ-01A	14
TCGA-BP-4994-11A	8
TCGA-GM-A3XL-01A	1
TCGA-ZF-AA56-01A	12
TCGA-OY-A56P-01A	3
TCGA-BS-A0U7-01A	2
TCGA-A4-7915-01A	15
TCGA-BH-A1FC-11A	8
TCGA-24-1419-01A	3
TCGA-AB-2848-11B	8
TCGA-CJ-4639-11A	8
TCGA-B0-4838-01A	6
TCGA-61-1918-01A	3
TCGA-78-7542-01A	0
TCGA-34-2605-01A	4
TCGA-AB-2848-03B	26
TCGA-AZ-6600-11A	8
TCGA-28-2512-01A	10
TCGA-FP-8211-01A	21
TCGA-AJ-A3NC-11A	8
TCGA-J9-A52C-01A	9
TCGA-AX-A0IZ-11A	8
TCGA-UZ-A9PX-01A	15
TCGA-44-5643-01A	0
TCGA-B6-A0IQ-01A	1
TCGA-ET-A3DS-01A	14
TCGA-12-0656-01B	10
TCGA-B0-4701-01A	6
TCGA-ZB-A96H-01A	25
TCGA-YL-A8SA-01A	9
TCGA-HC-7738-11A	8
TCGA-B0-5694-11A	8
TCGA-08-0627-11A	8
TCGA-AB-2855-11B	8
TCGA-G9-6338-01A	9
TCGA-05-4425-01A	0
TCGA-BR-6458-01A	21
TCGA-FG-A60J-01A	20
TCGA-05-4415-01A	0
TCGA-FS-A4FC-06A	18
TCGA-YL-A8SB-01A	9
TCGA-B0-4837-01A	6
TCGA-NJ-A55R-01A	0
TCGA-06-2561-01A	10
